distribution,votes,rank,title,year
0000122100,144869.0,6.3,Resident Evil: Extinction,2007
0001111001,100981.0,5.4,Resident Evil: Retribution,2012
0000012210,147396.0,7.3,Revolutionary Road,2008
0000122100,119939.0,6.4,Riddick,2013
0000013200,158360.0,7.0,Rio,2011
0000012211,118099.0,7.3,Rise of the Guardians,2012
0000002310,389063.0,7.6,Rise of the Planet of the Apes,2011
0000122100,129183.0,6.5,Road Trip,2000
0000002311,194293.0,7.7,Road to Perdition,2002
0000023100,205512.0,6.7,Robin Hood,2010
0000013200,140834.0,6.9,Robin Hood: Prince of Thieves,1991
0000012211,172937.0,7.5,RoboCop,1987
0000122100,175642.0,6.2,RoboCop,2014
0000012211,188321.0,7.3,RocknRolla,2008
0000001321,352714.0,8.1,Rocky,1976
0000012211,154121.0,7.2,Rocky Balboa,2006
0000013201,129124.0,7.2,Rocky II,1979
0000022100,115213.0,6.7,Rocky III,1982
0000012101,126611.0,6.7,Rocky IV,1985
0000013200,191562.0,6.9,Role Models,2008
0000012111,161437.0,6.8,Romeo + Juliet,1996
0000013210,141689.0,7.3,Ronin,1998
0000001321,135484.0,8.0,Rosemary's Baby,1968
0000013210,118280.0,7.4,Rounders,1998
0000001321,292350.0,8.2,Rush,2013/I
0000013100,179912.0,6.9,Rush Hour,1998
0000022100,154740.0,6.6,Rush Hour 2,2001
0000122100,116344.0,6.2,Rush Hour 3,2007
0000002211,129994.0,7.7,Rushmore,1998
0000122000,116843.0,6.0,S.W.A.T.,2003
0000023100,161297.0,6.8,Safe House,2012
0000122100,238480.0,6.4,Salt,2010
0000122100,124627.0,6.1,San Andreas,2015
0000022100,101655.0,6.5,Savages,2012
0000012311,112502.0,7.5,Saving Mr. Banks,2013
0000001232,836189.0,8.6,Saving Private Ryan,1998
0000002311,286810.0,7.7,Saw,2004
0000012100,182281.0,6.6,Saw II,2005
0000122100,137104.0,6.2,Saw III,2006
0000121000,107023.0,5.9,Saw IV,2007
0000122100,181039.0,6.2,Scary Movie,2000
0001211000,115458.0,5.2,Scary Movie 2,2001
0001221000,107757.0,5.4,Scary Movie 3,2003
0000001321,187768.0,8.0,Scent of a Woman,1992
0000001211,261417.0,7.5,Scott Pilgrim vs. the World,2010
0000012211,213391.0,7.2,Scream,1996
0000122100,120767.0,6.1,Scream 2,1997
0000122101,100824.0,6.2,Scream 4,2011
0000123100,142429.0,6.6,Secret Window,2004
0000000223,392267.0,8.6,Sen to Chihiro no kamikakushi,2001
0000001212,235417.0,8.0,Serenity,2005
0000002211,225329.0,7.7,Seven Pounds,2008
0000012210,178329.0,7.2,Seven Psychopaths,2012
0000012211,170373.0,7.2,Shakespeare in Love,1998
0000122000,106916.0,5.9,Shallow Hal,2001
0000012210,138791.0,7.3,Shame,2011
0000122000,127342.0,6.0,Shark Tale,2004
0000001311,380300.0,8.0,Shaun of the Dead,2004
0000112101,111221.0,6.4,She's the Man,2006
0000002311,457603.0,7.6,Sherlock Holmes,2009
0000002311,322808.0,7.5,Sherlock Holmes: A Game of Shadows,2011
0000012100,127511.0,6.7,Shoot 'Em Up,2007
0000013210,247311.0,7.2,Shooter,2007/I
0000002311,445895.0,7.9,Shrek,2001
0000013210,299777.0,7.2,Shrek 2,2004
0000122100,132308.0,6.4,Shrek Forever After,2010
0000122000,202420.0,6.1,Shrek the Third,2007
0000002310,143389.0,7.7,Sicario,2015
0000013200,143355.0,7.1,Side Effects,2013/I
0000002211,145454.0,7.6,Sideways,2004
0000012100,264000.0,6.7,Signs,2002
0000012101,167114.0,6.6,Silent Hill,2006
0000002311,511655.0,7.8,Silver Linings Playbook,2012
0000001222,633808.0,8.1,Sin City,2005
0000123100,102318.0,6.5,Sin City: A Dame to Kill For,2014
0000012100,144615.0,6.8,Sinister,2012/I
0000002311,500197.0,7.8,Skyfall,2012
0000002310,150245.0,7.5,Sleepers,1996
0000023100,118282.0,6.8,Sleepless in Seattle,1993
0000012210,257881.0,7.4,Sleepy Hollow,1999
0000001321,618091.0,8.0,Slumdog Millionaire,2008
0000012100,118448.0,6.7,Smokin' Aces,2006
0000111001,113411.0,5.6,Snakes on a Plane,2006
0000122100,216338.0,6.1,Snow White and the Huntsman,2012
0000012211,126643.0,7.7,Snow White and the Seven Dwarfs,1937
0000012210,168415.0,7.0,Snowpiercer,2013
0000001222,167507.0,8.3,Some Like It Hot,1959
0000012310,361962.0,7.5,Source Code,2011
0000001211,156597.0,7.8,South Park: Bigger Longer & Uncut,1999
0000002311,124607.0,7.5,Southpaw,2015
0000122101,105891.0,6.3,Space Jam,1996
0000012211,131697.0,7.1,Spaceballs,1987
0000013200,214207.0,6.9,Spectre,2015
0000013200,252873.0,7.2,Speed,1994
0000013210,519746.0,7.3,Spider-Man,2002
0000012211,387722.0,7.3,Spider-Man 2,2004
0000122100,363051.0,6.2,Spider-Man 3,2007
1001111000,104559.0,5.3,Spring Breakers,2012
0000012210,140839.0,7.1,Spy,2015
0000013200,117768.0,7.0,Spy Game,2001
0000001321,487500.0,8.0,Star Trek,2009
0000002321,379149.0,7.8,Star Trek Into Darkness,2013
0000000223,863899.0,8.7,Star Wars,1977
0000112100,511537.0,6.5,Star Wars: Episode I - The Phantom Menace,1999
0000012101,442199.0,6.7,Star Wars: Episode II - Attack of the Clones,2002
0000001211,495402.0,7.6,Star Wars: Episode III - Revenge of the Sith,2005
0000000223,790232.0,8.8,Star Wars: Episode V - The Empire Strikes Back,1980
0000001222,640693.0,8.4,Star Wars: Episode VI - Return of the Jedi,1983
0000001222,433061.0,8.4,Star Wars: Episode VII - The Force Awakens,2015
0000001211,205999.0,7.7,Stardust,2007
0000013200,145093.0,7.0,Stargate,1994
0000012211,215429.0,7.2,Starship Troopers,1997
0000122100,118128.0,6.1,Starsky & Hutch,2004
0000013200,110855.0,7.1,State of Play,2009
0000012111,204729.0,6.9,Step Brothers,2008
0000002311,182625.0,7.6,Stranger Than Fiction,2006
0000111100,191297.0,6.1,Sucker Punch,2011
0000001222,133075.0,8.5,Sunset Blvd.,1950
0000012211,183676.0,7.3,Sunshine,2007
0000013200,277291.0,7.1,Super 8,2011
0000002211,409266.0,7.6,Superbad,2007
0000012211,120522.0,7.3,Superman,1978
0000122100,233696.0,6.1,Superman Returns,2006
0000132100,148529.0,6.3,Surrogates,2009
0000012211,272722.0,7.4,Sweeney Todd: The Demon Barber of Fleet Street,2007
0000123100,152290.0,6.5,Swordfish,2001
0000012200,106326.0,7.0,Syriana,2005
0000012100,256808.0,6.8,TRON,2010
0000001311,468277.0,7.9,Taken,2008/I
0000122100,228545.0,6.3,Taken 2,2012
0000122100,123424.0,6.0,Taken 3,2014
0000022100,125672.0,6.6,Talladega Nights: The Ballad of Ricky Bobby,2006
0000002311,276873.0,7.8,Tangled,2010
0000013211,134495.0,7.2,Tarzan,1999
0000001222,480581.0,8.4,Taxi Driver,1976
0000012211,132130.0,7.2,Team America: World Police,2004
0000012201,453515.0,7.0,Ted,2012
0000122100,155693.0,5.9,Teenage Mutant Ninja Turtles,2014
0000122100,294124.0,6.4,Terminator 3: Rise of the Machines,2003
0000012100,165849.0,6.6,Terminator Genisys,2015
0000023100,277078.0,6.6,Terminator Salvation,2009
0000002310,188855.0,7.6,Thank You for Smoking,2005
0000012210,302805.0,7.2,The 40 Year Old Virgin,2005
0000012100,205586.0,6.8,The A-Team,2010
0000002311,127175.0,7.6,The Abyss,1989
0000013200,193987.0,7.1,The Adjustment Bureau,2011
0000012210,171942.0,7.4,The Adventures of Tintin,2011
0000012200,431261.0,7.1,The Amazing Spider-Man,2012
0000012101,302657.0,6.8,The Amazing Spider-Man 2,2014
0000001221,183721.0,8.0,The Artist,2011/I
0000012211,132638.0,7.5,The Assassination of Jesse James by the Coward Robert Ford,2007
0000001222,933861.0,8.1,The Avengers,2012
0000012310,253032.0,7.5,The Aviator,2004
0000013300,148938.0,7.3,The Bank Job,2008
0000022100,168808.0,6.6,The Beach,2000/I
0000001222,511212.0,8.2,The Big Lebowski,1998
0000002311,123438.0,7.7,The Birds,1963
0000011100,180363.0,6.4,The Blair Witch Project,1999
0000002311,212469.0,7.7,The Blind Side,2009
0000001212,137552.0,7.9,The Blues Brothers,1980
0000023100,115707.0,6.7,The Bone Collector,1999
0000012200,217935.0,6.9,The Book of Eli,2010
0000001212,193825.0,7.9,The Boondock Saints,1999
0000002311,385668.0,7.9,The Bourne Identity,2002
0000023100,218959.0,6.7,The Bourne Legacy,2012
0000002311,328937.0,7.8,The Bourne Supremacy,2004
0000001321,465636.0,8.1,The Bourne Ultimatum,2007
0000002311,124508.0,7.8,The Boy in the Striped Pyjamas,2008
0000001311,243666.0,7.9,The Breakfast Club,1985
0000012211,178285.0,7.4,The Bucket List,2007
0000002311,342318.0,7.7,The Butterfly Effect,2004
0000012211,264426.0,7.0,The Cabin in the Woods,2012
0000122100,118395.0,6.0,The Cable Guy,1996
0000122100,104092.0,6.2,The Campaign,2012
0000122100,132871.0,6.4,The Change-Up,2011
0000122100,143608.0,6.6,The Chronicles of Narnia: Prince Caspian,2008
0000012101,275152.0,6.9,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
0000122100,101629.0,6.3,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
0000012100,178682.0,6.7,The Chronicles of Riddick,2004
0000012211,273751.0,7.5,The Conjuring,2013
0000012310,108325.0,7.5,The Constant Gardener,2005
0000002311,101411.0,7.7,The Count of Monte Cristo,2002
0000012211,142963.0,7.3,The Croods,2013
0000002211,132173.0,7.6,The Crow,1994
0000001211,442346.0,7.8,The Curious Case of Benjamin Button,2008
0000122100,302069.0,6.5,The Da Vinci Code,2006
0000012211,132891.0,7.2,The Darjeeling Limited,2007
0000000124,1586887.0,9.0,The Dark Knight,2008
0000001223,1079966.0,8.5,The Dark Knight Rises,2012
0000122100,320132.0,6.4,The Day After Tomorrow,2004
0001221000,136205.0,5.5,The Day the Earth Stood Still,2008
0000001221,223034.0,8.2,The Deer Hunter,1978
0000013210,200492.0,7.3,The Descendants,2011
0000012211,148130.0,7.2,The Descent,2005
0000013100,273181.0,6.8,The Devil Wears Prada,2006
0000012311,250969.0,7.5,The Devil's Advocate,1997
0000122100,203767.0,6.4,The Dictator,2012
0000012211,120973.0,7.3,The Emperor's New Groove,2000
0000012211,137275.0,7.4,The English Patient,1996
0000012210,215449.0,7.2,The Equalizer,2014
0000002211,135392.0,7.6,The Evil Dead,1981
0000001211,274711.0,8.0,The Exorcist,1973
0000122100,260302.0,6.5,The Expendables,2010
0000012101,238805.0,6.7,The Expendables 2,2012
0000122100,119640.0,6.1,The Expendables 3,2014
0000012101,260683.0,6.7,The Fast and the Furious,2001
0000121100,170404.0,6.0,The Fast and the Furious: Tokyo Drift,2006
0000001212,232029.0,7.9,The Fault in Our Stars,2014
0000002211,329946.0,7.6,The Fifth Element,1997
0000002310,265963.0,7.9,The Fighter,2010/I
0000012310,113277.0,7.5,The Fly,1986
0000011211,185440.0,7.3,The Fountain,2006
0000002311,207103.0,7.8,The Fugitive,1993
0000002311,250177.0,7.8,The Game,1997
0000013210,129331.0,7.2,The Ghost Writer,2010
0000012101,166527.0,6.8,The Girl Next Door,2004
0000002321,318078.0,7.8,The Girl with the Dragon Tattoo,2011
0000002211,254707.0,7.6,The Godfather: Part III,1990
0000122100,145374.0,6.1,The Golden Compass,2007
0000001212,170438.0,7.8,The Goonies,1985
0000001321,205886.0,8.0,The Graduate,1967
0000001222,129331.0,8.5,The Great Dictator,1940
0000001322,158133.0,8.3,The Great Escape,1963
0000012211,345654.0,7.3,The Great Gatsby,2013
0000122000,132358.0,5.9,The Green Hornet,2011
0000012100,197428.0,6.8,The Grey,2011
0000121100,110796.0,5.9,The Grudge,2004
0000002311,562703.0,7.8,The Hangover,2009
0000122100,361802.0,6.5,The Hangover Part II,2011
0000122000,211503.0,5.9,The Hangover Part III,2013
0001111000,159137.0,5.0,The Happening,2008
0000001321,156571.0,8.0,The Hateful Eight,2015
0000022100,126131.0,6.6,The Heat,2013/I
0000001321,303909.0,8.1,The Help,2011
0000122100,125255.0,6.4,The Hills Have Eyes,2006
0000012100,150762.0,6.8,The Hitchhiker's Guide to the Galaxy,2005
0000001222,611391.0,7.9,The Hobbit: An Unexpected Journey,2012
0000012211,328583.0,7.5,The Hobbit: The Battle of the Five Armies,2014
0000001221,459237.0,7.9,The Hobbit: The Desolation of Smaug,2013
0000012101,175942.0,6.9,The Holiday,2006
0000012211,676542.0,7.3,The Hunger Games,2012
0000002211,475913.0,7.6,The Hunger Games: Catching Fire,2013
0000012100,277371.0,6.7,The Hunger Games: Mockingjay - Part 1,2014
0000002311,138585.0,7.6,The Hunt for Red October,1990
0000002311,318402.0,7.6,The Hurt Locker,2008
0000013200,184069.0,7.1,The Ides of March,2011
0000002311,283685.0,7.6,The Illusionist,2006
0000012200,123525.0,6.9,The Imaginarium of Doctor Parnassus,2009
0000001321,414895.0,8.1,The Imitation Game,2014
0000013100,311203.0,6.8,The Incredible Hulk,2008
0000001311,454404.0,8.0,The Incredibles,2004
0000001321,129944.0,7.9,The Insider,1999
0000122100,154436.0,6.3,The Internship,2013
0000012102,235852.0,6.6,The Interview,2014/II
0000001312,123114.0,8.0,The Iron Giant,1999
0000013200,257225.0,6.9,The Island,2005
0000013200,277374.0,7.0,The Italian Job,2003
0000012311,128583.0,7.4,The Judge,2014
0000012311,114344.0,7.6,The Jungle Book,1967
0000013201,120137.0,7.2,The Karate Kid,1984
0000122100,114796.0,6.2,The Karate Kid,2010
0000013200,107960.0,7.1,The Kids Are All Right,2010
0000012101,111229.0,6.8,The Lake House,2006
2011110000,115458.0,4.2,The Last Airbender,2010
0000002410,140857.0,7.7,The Last King of Scotland,2006
0000002311,306620.0,7.7,The Last Samurai,2003
0000122100,111348.0,6.4,The Last Stand,2013
0000002211,108882.0,7.8,The Last of the Mohicans,1992
0000121000,137190.0,5.8,The League of Extraordinary Gentlemen,2003
0000001311,234465.0,7.8,The Lego Movie,2014
0000012211,134438.0,7.3,The Life Aquatic with Steve Zissou,2004
0000013310,168627.0,7.3,The Lincoln Lawyer,2011
0000001223,604954.0,8.5,The Lion King,1994
0000012211,160459.0,7.6,The Little Mermaid,1989
0000122100,175195.0,6.5,The Lone Ranger,2013
0000122100,124691.0,6.4,The Longest Yard,2005
0000122100,263285.0,6.5,The Lost World: Jurassic Park,1997
0000012100,120882.0,6.7,The Lovely Bones,2009
0000002310,271026.0,7.7,The Machinist,2004
0000001222,108149.0,8.2,The Maltese Falcon,1941
0000001222,122795.0,8.0,The Man from Earth,2007
0000012310,140335.0,7.3,The Man from U.N.C.L.E.,2015
0000122100,120565.0,6.4,The Man in the Iron Mask,1998/I
0000001321,345073.0,8.1,The Martian,2015
0000013100,254253.0,6.9,The Mask,1994
0000023100,130393.0,6.7,The Mask of Zorro,1998
0000012210,100119.0,7.1,The Master,2012
0000012211,408648.0,7.2,The Matrix Reloaded,2003
0000012100,353296.0,6.7,The Matrix Revolutions,2003
0000013200,288851.0,6.8,The Maze Runner,2014
0000023100,113795.0,6.6,The Mechanic,2011
0000122100,107224.0,6.2,The Men Who Stare at Goats,2009
0000012211,211645.0,7.2,The Mist,2007
0000111101,102596.0,6.0,The Mortal Instruments: City of Bones,2013
0000013200,306116.0,7.0,The Mummy,1999
0000122100,239456.0,6.3,The Mummy Returns,2001
0001221000,112746.0,5.2,The Mummy: Tomb of the Dragon Emperor,2008
0000002311,109936.0,7.6,The Naked Gun: From the Files of Police Squad!,1988
0000013210,104225.0,7.3,The Negotiator,1998
0000013310,142086.0,7.4,The Next Three Days,2010
0000001212,214325.0,8.0,The Nightmare Before Christmas,1993
0000022100,134118.0,6.7,The Ninth Gate,1999
0000001212,380104.0,7.9,The Notebook,2004
0000122100,160396.0,6.4,The Number 23,2007
0000022100,182204.0,6.6,The Other Guys,2010
0000002311,259452.0,7.6,The Others,2001
0000011112,174277.0,7.1,The Passion of the Christ,2004
0000012211,201157.0,7.1,The Patriot,2000
0000122100,129754.0,6.4,The Perfect Storm,2000
0000001222,332829.0,8.0,The Perks of Being a Wallflower,2012
0000012210,179784.0,7.3,The Place Beyond the Pines,2012
0000122100,117258.0,6.6,The Polar Express,2004
0000022100,216403.0,6.7,The Proposal,2009/I
0000122100,119010.0,6.5,The Punisher,2004
0001121000,126457.0,5.6,The Purge,2013/I
0000001321,323458.0,7.9,The Pursuit of Happyness,2006
0000002211,142332.0,7.6,The Raid,2011
0000002310,183634.0,7.6,The Reader,2008
0000023100,110305.0,6.6,The Recruit,2003
0000012210,239254.0,7.1,The Ring,2002
0000012210,171156.0,7.3,The Road,2009/I
0000012211,252494.0,7.4,The Rock,1996
0000001211,201943.0,7.6,The Royal Tenenbaums,2001
0000023100,108713.0,6.6,The Running Man,1987
0000013200,202078.0,7.1,The School of Rock,2003
0000012211,225920.0,7.3,The Secret Life of Walter Mitty,2013
0000000125,1610992.0,9.3,The Shawshank Redemption,1994
0000012211,250569.0,7.4,The Simpsons Movie,2007
0000002311,457613.0,7.8,The Social Network,2010
0000122100,120618.0,6.1,The Sorcerer's Apprentice,2010
0000001212,141603.0,8.0,The Sound of Music,1965
0000123100,144941.0,6.4,The Taking of Pelham 1 2 3,2009
0000012210,132489.0,7.3,The Talented Mr. Ripley,1999
0000013210,291486.0,7.3,The Terminal,2004
0000001321,570947.0,8.1,The Terminator,1984
0000122100,105198.0,6.2,The Texas Chainsaw Massacre,2003
0000002311,239483.0,7.7,The Theory of Everything,2014
0000001211,134954.0,7.6,The Thin Red Line,1998
0000001222,245032.0,8.2,The Thing,1982
0000001222,108819.0,8.3,The Third Man,1949
0000122100,101408.0,5.9,The Time Machine,2002
0000012211,110699.0,7.1,The Time Traveler's Wife,2009
0000122100,169813.0,6.0,The Tourist,2010
0000002310,271064.0,7.6,The Town,2010
0000023100,229036.0,6.8,The Transporter,2002
0000011111,131641.0,6.7,The Tree of Life,2011
0000001321,632504.0,8.1,The Truman Show,1998
1000110001,177251.0,4.9,The Twilight Saga: Breaking Dawn - Part 1,2011
1000111002,179220.0,5.5,The Twilight Saga: Breaking Dawn - Part 2,2012
1000111001,178981.0,4.9,The Twilight Saga: Eclipse,2010
1001110001,214870.0,4.6,The Twilight Saga: New Moon,2009
0000122100,157190.0,6.5,The Ugly Truth,2009
0000001321,211850.0,8.0,The Untouchables,1987
0000112100,188616.0,6.5,The Village,2004
0000012210,113089.0,7.2,The Virgin Suicides,1999
0000012101,138474.0,6.8,The Vow,2012
0000121000,100770.0,5.7,The Watch,2012/I
0000122100,115222.0,6.1,The Waterboy,1998
0000012310,110960.0,7.4,The Way Way Back,2013
0000012100,106529.0,6.8,The Wedding Singer,1998
0000001212,278597.0,8.1,The Wizard of Oz,1939
0000023100,308019.0,6.7,The Wolverine,2013
0000122100,135072.0,6.4,The Woman in Black,2012
0000122100,153262.0,6.4,The World Is Not Enough,1999
0000012200,174444.0,7.0,The World's End,2013
0000001321,246230.0,7.9,The Wrestler,2008
0000012210,241163.0,7.1,There's Something About Mary,1998
0000122100,100520.0,6.2,This Is 40,2012
0000001212,102517.0,8.0,This Is Spinal Tap,1984
0000012100,297397.0,6.7,This Is the End,2013
0000122100,142673.0,6.4,This Means War,2012
0000013200,503532.0,7.0,Thor,2011
0000013201,384737.0,7.1,Thor: The Dark World,2013
0000013210,134734.0,7.2,Three Kings,1999
0000012210,144120.0,7.1,Tinker Tailor Soldier Spy,2011
0000001212,757794.0,7.7,Titanic,1997
0000001222,203562.0,8.4,To Kill a Mockingbird,1962
0000123100,145354.0,6.5,Tomorrow Never Dies,1997
0000122100,110115.0,6.5,Tomorrowland,2015
0000001222,159591.0,8.3,Tonari no Totoro,1988
0000012100,211355.0,6.9,Top Gun,1986
0000012310,231847.0,7.5,Total Recall,1990
0000122100,196132.0,6.3,Total Recall,2012/I
0000132100,106864.0,6.2,Tower Heist,2011
0000002311,366626.0,7.9,Toy Story 2,1999
0000001222,513756.0,8.4,Toy Story 3,2010
0000002311,167136.0,7.6,Traffic,2000
0000002311,294964.0,7.7,Training Day,2001
0000001321,448963.0,8.2,Trainspotting,1996
0000122100,164247.0,6.3,Transcendence,2014/I
0000012211,496452.0,7.1,Transformers,2007
0000111100,230794.0,5.8,Transformers: Age of Extinction,2014
0000112101,315121.0,6.3,Transformers: Dark of the Moon,2011
0000111100,311785.0,6.0,Transformers: Revenge of the Fallen,2009
0000122100,150239.0,6.3,Transporter 2,2005
0000122100,120489.0,6.1,Transporter 3,2008
0000012210,297072.0,7.0,Tropic Thunder,2008
0000012211,365868.0,7.2,Troy,2004
0000002310,232094.0,7.7,True Grit,2010
0000013210,184262.0,7.2,True Lies,1994
0000001321,157926.0,8.0,True Romance,1993
0000002311,121640.0,7.6,Tucker and Dale vs. Evil,2010
0000001321,443566.0,8.1,Twelve Monkeys,1995
1000111001,339069.0,5.2,Twilight,2008/I
0000122100,140216.0,6.3,Twister,1996
0000012210,238723.0,7.2,Unbreakable,2000
0000013201,201193.0,7.0,Underworld,2003
0000122101,112599.0,6.4,Underworld: Awakening,2012
0000012101,150855.0,6.8,Underworld: Evolution,2006
0000022100,115131.0,6.6,Underworld: Rise of the Lycans,2009
0000001221,265189.0,8.3,Unforgiven,1992
0000023200,204766.0,6.9,Unknown,2011/I
0000023100,144818.0,6.8,Unstoppable,2010
0000001222,623998.0,8.3,Up,2009
0000012310,263663.0,7.5,Up in the Air,2009/I
0000013200,177224.0,7.1,Valkyrie,2008
0000122100,187599.0,6.0,Van Helsing,2004
0000012211,201733.0,6.9,Vanilla Sky,2001
0000023100,124822.0,6.6,Vantage Point,2008
0000012210,190912.0,7.2,Vicky Cristina Barcelona,2008
0000001311,183954.0,7.9,Walk the Line,2005
0000013310,115886.0,7.4,Wall Street,1987
0000012100,291172.0,6.7,Wanted,2008
0000012211,112464.0,7.2,War Horse,2011
0000122100,322434.0,6.5,War of the Worlds,2005
0000012201,177922.0,6.9,Warm Bodies,2013
0000001211,368124.0,7.6,Watchmen,2009
0000122100,138790.0,6.1,Waterworld,1995
0000013200,110096.0,7.0,Wayne's World,1992
0000013200,106825.0,7.1,We Bought a Zoo,2011
0000013200,302631.0,7.0,We're the Millers,2013
0000013200,271996.0,7.0,Wedding Crashers,2005
0000122100,136293,6.1,What Happens in Vegas,2008
0000122100,154309,6.4,What Women Want,2000
0000002311,164308,7.8,What's Eating Gilbert Grape,1993
0000002211,143250,7.6,When Harry Met Sally...,1989
0000122100,154835,6.4,White House Down,2013
0000012311,134305,7.7,Who Framed Roger Rabbit,1988
0011211000,126239,4.8,Wild Wild West,1999
0000002211,122681,7.8,Willy Wonka & the Chocolate Factory,1971
0000012210,108685,7.2,Winter's Bone,2010
0000001222,210505,7.9,Wo hu cang long,2000
0000013200,442001,7.0,World War Z,2013
0000121000,147744,5.8,Wrath of the Titans,2012
0000002311,254526,7.8,Wreck-It Ralph,2012
0000013310,427881,7.4,X-Men,2000
0000012100,339482,6.7,X-Men Origins: Wolverine,2009
0000001321,471326,8.0,X-Men: Days of Future Past,2014
0000013100,362720,6.8,X-Men: The Last Stand,2006
0000012311,384897,7.5,X2,2003
0000002311,487506,7.8,X: First Class,2011
0000023100,263263,6.8,Yes Man,2008
0000001221,145659,7.9,Ying xiong,2002
0000001321,154679,8.1,Yip Man,2008
0000111000,151199,5.5,You Don't Mess with the Zohan,2008
0000122100,146043,6.5,You've Got Mail,1998
0000001222,109426,8.0,Young Frankenstein,1974
0000022100,146643,6.6,Zack and Miri Make a Porno,2008
0000012210,209583,7.4,Zero Dark Thirty,2012
0000002311,284647,7.7,Zodiac,2007
0000002311,368619,7.7,Zombieland,2009
0000012100,188055,6.6,Zoolander,2001
0000002311,126144,7.5,[Rec],2007
0000122000,138423,5.8,xXx,2002
0001221000,108764,5.5,Æon Flux,2005
